group,CD56,CD45RA,CD16,CD38,CD25,CD94
healthy,0.180175117351993,0.15108805747127,0.357642734219798,-0.259543931541285,0.128579166283451,0.101014986457803
healthy,0.312444993236227,-0.233930845878767,0.21156207915471,-0.741321877510381,0.00493196543043,0.71183865931746
healthy,-0.119926988839496,0.17946770595831,0.65445599510904,0.276313327602012,-0.0183881679586306,-0.422669155126898
healthy,0.466551870928958,0.0657271420875683,0.282673072264884,-0.238608366456539,0.537742626924697,0.228990442766606
healthy,0.34630356109243,-0.0450974878319019,0.334986844285172,-0.274550079671123,0.253836210159679,0.392378315580456
moderate,-0.0645893865079204,0.110794710478399,0.472656089134993,0.475424734148856,0.0135870822422887,-0.12096417483444
moderate,0.281418189339414,0.306254772234799,0.597574717518027,0.0432941831843707,0.0946835060468184,0.287017692746463
moderate,0.288311485700729,0.139492338797531,-0.210936797680384,-0.289540393897185,-0.0510043465127734,-0.103305169778055
severe,0.242626236627436,0.176978959211914,0.75737500504301,0.0787398684422829,0.0649943187893675,0.113132397424591
severe,0.207780789863661,0.615618014716362,0.511802091651881,0.279519303248454,-0.125844318422749,0.208549495515439
severe,0.142207005708357,-0.0718401209838904,0.0162818598953576,-0.0583891721548744,0.117888829650411,0.0863809395034646
severe,0.11188169326927,-0.0221241975954313,0.528732592357048,-0.365719142393255,0.137634105218584,0.0338970808661189
