group,CD8,CD45RA,CD27,CD38,CD127,CD94
healthy,0.0984111680445547,-0.0404165372683706,0.648260297556355,0.087347107651188,0.418502139364487,-0.0769151362517905
healthy,-0.378110546167261,0.0265667224502754,-0.20781308925818,0.0697655857257951,-0.0006822055786419,0.414766884843214
healthy,-0.0047530500555107,-0.265421011679464,0.0621566455326564,0.0137096591591735,-0.0325250934025393,-0.110066497503809
healthy,0.0594243198092272,-0.598297245730915,-0.323336374039375,-0.0732382471923545,-0.112310793080717,-0.164953968949202
healthy,0.632571566101579,-0.114373026041878,0.402623721271568,-0.374047416543735,0.563417451524203,-0.268763115041642
moderate,-0.142805538059417,0.0733149332888478,0.0020462300489772,0.255576603135081,-0.151965163549257,-0.261934148489918
moderate,-0.266509793843094,0.207223132947616,-0.25187854827186,0.502537851565141,-0.0879517702698202,0.100400003283667
moderate,0.0586070542726303,0.454776114169472,0.0362955733847421,0.486796314009443,-0.13148107966595,0.548752972524122
severe,0.275979081190428,0.0413876199377375,0.344063293121186,-0.479429458096017,0.498903711775164,0.0821421710966183
severe,-0.397042082401792,0.160728927830631,0.198408241114337,0.250479466248341,0.166413192538872,0.380011306598764
severe,-0.120848371804855,-0.323258718894145,-0.0774752588491685,0.514903865920203,-0.341083431323841,0.0416320316533748
