group,CD8,CD45RA,CD27,CD38,CD127,CD94
healthy,0.166825574463856,0.206735772226018,-0.441280818935135,0.130979484544426,-0.227525507927575,0.224310992875274
healthy,-0.153087133697656,0.184033427015015,-0.241405657001922,0.134463385780921,-0.102076914896187,0.35257926123382
healthy,0.0057923535865849,0.536353465915939,-0.340789960856358,0.156520870511634,-0.2524263560905,0.49696594746451
healthy,-0.110223205763854,-0.255898693875539,-0.632115197983522,0.176239520506161,-0.574697458410285,0.21266627272383
healthy,0.59929173484649,-0.115449124075249,0.547163049351927,-0.382536385623469,0.673056350396686,-0.454004517274693
moderate,-0.0133507328815733,0.316780205119527,-0.264849916474018,0.298248002409078,-0.513610455469886,0.0437787896067726
moderate,-0.330898746916458,0.136940724622938,-0.361903484334999,0.570257816729443,-0.227511617711601,0.228150112410426
moderate,-0.428059595532776,0.060663561744974,-0.439017022643482,0.373800367020102,-0.367755385155935,0.386177532205998
severe,0.427755384405899,0.0502833421142597,0.281851731766831,-0.639781197509772,0.240519184870811,-0.609670865409809
severe,0.425696727003442,-0.021721285478233,-0.0436608609140051,-0.260222051865408,-0.213981124794236,-0.378061656396283
severe,-0.277785300989851,0.27664146670116,-0.306652377173592,0.615725739656568,-0.562892419437639,0.360189575181012
